STUDENT_ID	CURRENT_SCHOOL	LAST_NAME	FIRST_NAME	MIDDLE_NAME	DATE_OF_BIRTH	GENDER_CODE	GRADE_LEVEL
1005704	INACT	Browne	Jerry	S	10/04/1990	F	05
1005611	INACT	Broderick	Matt	BELLE	07/11/1991	M	05
1001605	INACT	McCahan	Bill	MONIQUE	08/14/1986	F	10
1013182	4009	Grace	Mark	ELIZABETH	03/12/1999	M	03
1002372	INACT	Richardson	Tom	LASHAY	10/12/1992	F	02
1012449	3005	Dunwoody	Todd		02/29/1996	M	06
1012434	INACT	Duncan	Dave	NICOLE	10/22/1996	F	04
505221	INACT	Loretta	Mark	SHARPE	08/27/1988	F	02
1013663	4009	Hitchcock	Sterling	CONNEL	07/26/2000	F	03
1000585	INACT	Stevens	Ed		02/08/1985	F	10
1013373	3005	Hall	Tom	CHERIE	05/16/1996	M	06
105898	INACT	Chavez	Eric	J	03/02/1991	F	05
1013670	4007	Higgins	Mark	K	06/30/1998	F	03
1013672	4007	High	Charlie	R	01/20/1998	M	03
1001085	INACT	Colborn	Jim	N.	04/26/1991	M	06
1013760	4012	Holland	Will		03/04/2000	F	02
504314	INACT	Cabrera	Miguel		04/20/1987	F	PG
105033	INACT	Lamb	John	ANNE	06/29/1987	F	PG
105035	INACT	Andre	John	Grace	05/10/1987	F	PG
505440	2002	McFarland	Ed	ADDISON	12/12/1989	M	11
505753	INACT	Norris	Leo	B.	12/27/1990	M	03
1012989	4009	Garrett	Wayne	ELAINE	08/03/2000	F	02
702052	INACT	Stobbs	Chuck	ELIZABETH	03/06/1987	M	08
1004182	INACT	Ainge	Danny		06/17/1993	F	02
1012381	2002	Doyle	Jim	JOSE	05/13/1993	M	09
403841	INACT	Jantzen	Heinie	DESIERE	06/28/1989	M	01
403842	INACT	Jacquez	Pat	A	01/17/1989	F	12
1011126	2002	Burke	Mike	RICHARD	11/16/1991	M	10
1008732	INACT	Doheny	Ed		11/20/1996	F	04
105114	INACT	Lawrence	Joe	MARIA	09/05/1987	F	04
105445	INACT	Bartling	Irv	ALBERT	05/03/1989	F	04
105660	2002	Branch	Roy		05/27/1990	F	11
1010847	INACT	Brocail	Doug	J	07/26/1992	M	08
1003627	INACT	Wasinger	Mark		07/10/1994	M	03
1003943	INACT	Wolf	Randy	I.	03/01/1987	F	10
1007087	2002	Clevenger	Tex	D	12/14/1988	M	11
1009835	INACT	Arrigo	Gerry		12/12/1997	M	02
1009056	2002	Dunkle	Davey	PARRIS	07/03/1991	M	10
1011051	2002	Brown	Hal		04/28/1990	F	10
1008115	4011	Dalrymple	Abner	JOHN	07/06/1997	M	05
1007665	INACT	Cotter	Tom	J	05/13/1989	F	10
404182	INACT	Lefebvre	Jim		03/19/1991	F	03
403816	INACT	Ilsley	Blaise		05/11/1989	F	03
403367	INACT	Goodman	Ival	MARIE	03/09/1987	F	PG
403368	INACT	Goodwin	Jim		08/05/1987	M	03
1010629	INACT	Brady	Doug	ARTURO	09/17/1987	M	12
1008796	3004	Donovan	Mike	A	01/25/1995	F	07
1013419	INACT	Hamner	Ralph		01/22/1999	M	01
403742	INACT	Horner	Bob		07/17/1986	M	PG
1010008	4011	Ferraro	Mike		08/27/1997	M	05
1003809	2002	Wiggins	Alan	DIAZ	02/04/1991	F	10
1004588	3005	Becker	Rich	SAUL	02/18/1995	F	07
1008947	3005	Drummond	Tim		08/01/1995	F	07
1012084	2002	Curtis	Gene	DENISE	08/21/1989	F	11
1011667	INACT	Cone	Fred	KEFALLONITIS	11/19/1997	M	02
1010343	INACT	Bertrand	Lefty	THOMAS	01/02/1991	F	10
1008233	3005	Davies	Chick	LORI	07/09/1996	F	06
1008367	3005	Gardella	Danny	LYNN	04/29/1996	F	06
1002569	INACT	Saunders	Dennis		02/22/1993	F	01
1004539	3005	Beamon	Charlie	DWIGHT	07/08/1995	M	07
1012097	3005	Daily	Con	JOHNATHON	12/18/1994	M	07
1012098	3005	Dahlen	Bill	SAMARA	02/02/1996	F	06
1011094	INACT	Burgos	Enrique		01/15/1988	M	11
1009195	3005	Dybzinski	Jerry	D	06/14/1996	F	06
1003608	INACT	Ward	Turner		01/08/1987	M	PG
1003609	INACT	Wardle	Curt	LUKAS	11/18/1990	M	05
1013516	2002	Hawes	Roy	M	07/15/1992	M	09
504408	INACT	Clary	Marty	SEBASTIAN	02/04/1987	F	PG
1011089	INACT	Burda	Bob	V	07/25/1990	F	11
1011453	4009	Chatham	Buster	ROBERT	04/15/2000	M	02
1001063	INACT	Chouneau	Chief	SHANEE	07/05/1992	F	01
1004716	3004	Bennett	Herschel	JAMES	05/06/1995	F	07
1008044	4011	Curtis	Chad	ALAN	08/12/1997	M	05
1010574	2002	Boston	Daryl		11/02/1990	M	11
1010663	4011	Braun	Steve	DAVID	05/21/1997	M	05
1007539	INACT	Corbin	Ray		05/30/1995	M	PG
1007540	INACT	Corcoran	John	RYAN	07/13/1985	M	12
403829	INACT	Jackson	Al	DAVID	08/13/1989	F	01
1001913	INACT	Myrick	Bob	R	08/10/1983	F	10
1003982	INACT	Worth	Herb	B	08/24/1993	F	03
1001276	INACT	King	Jeff	ALEXANDROVITCH	09/08/1986	M	09
1007452	2002	Cook	Ron		07/18/1990	M	11
1008541	3005	Demaree	Al	JOSEPH	10/05/1995	M	07
505798	INACT	Oakes	Rebel	D	07/15/1991	F	10
1007359	INACT	Connell	Terry	J	11/05/1988	M	12
1000461	INACT	Herbert	Ray		07/11/1990	F	03
1009694	4007	Adams	Willie	LETICIA	03/13/1998	M	03
1010747	INACT	Brenneman	Jim		12/04/1990	M	09
1006541	INACT	Carter	Nick		03/22/1996	M	KF
1000625	INACT	Stoneham	John	DANIEL	06/23/1989	M	02
1009416	INACT	Eddy	Steve	S	10/06/1987	F	PG
1008593	4011	Deviney	Hal		07/13/1996	M	05
1008594	2002	Devarez	Cesar	ROSE	08/05/1990	F	11
1002250	3005	Powers	Pat		01/30/1995	M	07
1010088	INACT	Barrett	Bill	HILDEGARD	08/11/1998	F	KF
1007836	4011	Creeden	Connie	QIANNA	09/18/1997	F	05
1000787	INACT	Antolick	Joe		12/09/1991	M	02
1000827	INACT	Barnes	Larry	A	11/18/1985	M	12
1003052	INACT	Sorensen	Lary	JEREMIAH	03/12/1993	M	03
1003053	INACT	Sorrells	Chick	C	03/12/1993	F	03
1005153	3004	Boros	Steve	DENNICE	12/09/1994	F	08
404181	2002	Lehane	Mike		06/02/1991	F	10
1001715	INACT	Mench	Kevin	LYNN	11/18/1986	M	07
1006485	INACT	Carter	Andy		05/13/1990	F	10
1010590	4011	Bowler	Grant	THEODORE	10/04/1996	M	05
1004663	3004	Bell	Les	VINCENT JOHN	01/09/1995	F	07
1007940	4011	Crowley	Ed		03/24/1997	F	05
1008465	INACT	Dedeaux	Rod	JEFFREY	05/05/1988	M	09
1004315	INACT	Arroyo	Luis	JUNIOR	12/04/1990	M	03
1011568	INACT	Clymer	Bill		08/16/1999	M	01
1011266	4014	Campbell	Dave	SCOTT	06/12/1998	M	03
105345	INACT	Armas	Tony	R	12/03/1986	M	03
1011471	4014	Childs	Pete	KAMESHA	05/04/1999	F	03
1011332	4007	Carroll	Clay	JOSEPH	01/26/1999	F	03
105900	2002	Chavez	Raul	MADISON	05/19/1991	M	10
1010097	4014	Barrett	Red	DREWS	07/20/1998	M	03
1011273	4012	Campbell	John	ELIZABETH	04/08/1999	M	03
1002098	2002	Lyons	Barry		09/25/1993	M	09
1006900	INACT	Christopher	Loyd		06/16/1995	M	04
1009647	4014	Erickson	Scott	JOHN	03/31/1998	F	03
1009648	4014	Ernaga	Frank	ANN	02/05/1998	M	03
1009636	4014	Erdos	Todd		11/03/1997	F	03
505595	2002	Modak	Mike	ANTHONY	09/11/1991	F	10
1011504	4009	Cisar	George	G	05/17/1999	M	03
1013247	INACT	Gregg	Vean	THADDEUS	11/08/1996	M	04
105517	INACT	Bentley	Jack	KENAN	08/11/1987	M	PG
403815	INACT	Jacome	Jason		05/20/1989	M	01
1012939	4012	Gallagher	John	T	05/31/2001	F	KF
505340	INACT	Marshall	Doc	JOSEPHINE	04/30/1990	M	02
105574	INACT	Blakiston	Bob	ROSE	07/13/1990	F	02
1010385	2002	Binks	George		09/18/1990	M	10
505341	INACT	Martin	Al	MICHAEL	03/13/1990	F	10
505342	INACT	Martin	Billy	JOHN	02/13/1990	F	04
1013292	4011	Grubbs	Tom	LOUISE	06/05/1996	M	05
1005120	INACT	Boone	Dan	M	01/21/1995	M	KF
105635	INACT	Bowman	Bob	RHYS	06/08/1990	M	05
1008763	2002	Donalds	Ed	MATTHEW	04/08/1991	M	10
1007013	INACT	Clark	Terry		07/15/1985	F	12
505170	INACT	Lidle	Cory	N	03/16/1989	F	12
505171	INACT	Ligtenberg	Kerry	CVONG	09/01/1988	M	01
1012728	INACT	Finneran	Happy	MARIE	09/28/1999	F	01
105542	INACT	Betemit	Wilson		08/01/1988	M	04
1007289	INACT	Comellas	Jorge	CLIFF	06/12/1994	F	02
404112	INACT	LaMaster	Wayne	GODFREY, JR.	03/17/1990	F	01
404113	INACT	LaChance	Candy	DANIEL	07/27/1989	F	12
1002069	INACT	Owens	Jayhawk	EVERETT	09/02/1993	F	01
1011819	4007	Creeden	Connie	TONY	10/19/1998	M	03
505243	INACT	Lundgren	Del		09/08/1989	F	01
505247	2002	Lusader	Scott	R	05/05/1990	M	11
105899	INACT	Chase	Ken	C	10/08/1990	M	10
1010387	INACT	Bird	George	NICOLE	09/03/1998	M	01
1010389	INACT	Biras	Steve	DASHAWN	10/06/1988	M	12
1011205	4012	Byerly	Bud		01/29/1999	M	03
105409	INACT	Bankhead	Dan	ANTHONY	04/06/1989	F	12
1011545	4014	Clary	Ellis		01/23/1999	M	03
1007417	INACT	Nevers	Ernie	EDWARD	07/29/1990	M	05
702152	INACT	Summers	Ed		09/12/1987	M	10
1012418	INACT	Botelho	Derek	CAROLINA	04/08/1987	F	PG
1003046	INACT	Somerville	Ed	I	06/17/1994	M	03
105043	INACT	Lanahan	Dick	DAREK	03/24/1987	F	PG
1010006	INACT	Ball	Jeff	JUDY	08/18/1997	M	04
1008088	INACT	Daglia	Pete	CHRISTOPHER G	04/01/1997	M	KP
1002679	INACT	Schumacher	Hal	THOMAS	01/18/1989	F	07
1001316	INACT	Kusel	Ed	ANNE	12/21/1989	M	06
1003968	INACT	Bradley	Phil	CATHERINE	06/09/1990	M	05
1006065	INACT	Burton	Ellis		11/14/1995	M	KF
1005277	INACT	McMahon	Doc	A	08/11/1991	F	03
1005300	INACT	Brandt	Ed	F	11/04/1994	M	KP
1012404	4007	Dressler	Rob	GRACE	09/05/2000	M	02
505202	INACT	Lombard	George	ERIN	10/21/1988	M	02
504929	INACT	Needham	Tom		05/10/1987	M	12
504996	INACT	Johnson	Connie	M	11/18/1988	F	01
1013410	4009	Hammond	Steve	SHANICE	06/01/1999	F	03
1009021	INACT	Dunbar	Tom		01/27/1987	M	10
1007105	INACT	Contreras	Nardi	Jhon	07/02/1990	F	07
1009165	2002	Dusak	Erv	D	11/21/1991	F	10
505453	INACT	McGinnity	Joe		01/15/1990	F	06
1013757	3004	Hodgson	Paul	NIKKO	02/22/1995	M	07
105273	INACT	Adair	Jerry		10/22/1987	M	02
505018	INACT	Jones	Genesis	SHANTE	08/04/1989	F	01
1012478	4009	Earle	Billy	DAVID	12/02/1998	F	03
1003488	INACT	Vidal	Jose		03/13/1994	M	02
1013519	4014	Hawkes	Thorny		12/15/2000	F	01
1004889	INACT	Birrer	Babe	TANNER	08/23/1988	M	06
1005066	INACT	Bolick	Frank	MICHAEL	02/16/1990	F	07
1006491	4011	Carreno	Amalio		12/18/1995	F	05
1003297	INACT	Tovar	Cesar		05/14/1996	M	3F
1005175	3004	Bottarini	John	MARIE	12/29/1994	M	07
105014	INACT	Lacey	Bob		03/03/1987	F	PG
105015	INACT	Lachemann	Marcel		11/28/1986	M	03
1007159	INACT	Cogan	Dick	CHRISTOPHER	01/19/1988	F	12
1008538	3004	Delock	Ike	ELIZABETH	03/23/1994	M	08
1011650	INACT	Colson	Loyd	YVONNE	06/08/1994	F	06
1002306	2002	Ramos	Pedro		12/01/1992	F	09
1002307	INACT	Rand	Dick	JOSEPH	08/10/1993	M	KP
1002350	INACT	Rensa	Tony	EVELYN	01/13/1993	F	KF
1001712	INACT	Mensor	Ed	MARIE	11/17/1989	M	03
1003997	INACT	Wright	David		03/11/1994	F	01
1007849	4011	Crespi	Creepy	JEDIDIAH	02/14/1997	M	05
1004508	INACT	Batchelor	Rich	S	09/03/1989	M	04
503816	INACT	Roy	Luther		02/01/1985	M	10
1002937	INACT	Smiley	Bill		03/16/1991	F	04
702141	INACT	Sullivan	Bill	LINDA	08/25/1987	M	09
702133	INACT	Sullivan	Marty		01/13/1986	M	09
702034	INACT	Walsh	Dee	J	12/20/1984	F	12
1010496	INACT	Boggs	Tommy		12/09/1994	M	05
1006102	4011	Butcher	Max	J	07/20/1996	F	05
1002598	2002	Schaefer	Jeff	DANAJUA	01/04/1991	F	10
1007953	INACT	Crum	Cal		08/10/1997	M	03
505218	INACT	Lopez	Mendy	MARIA	03/30/1988	M	08
1008928	INACT	Driscoll	Jim	JOSEPH	10/07/1991	F	06
1004459	INACT	Barnes	Jesse		05/25/1993	M	03
1013374	4007	Halligan	Jocko	M	06/24/2000	F	02
1013130	4007	Goltz	Dave	N	07/07/1999	F	03
1012985	4009	Garms	Debs	S	06/16/2000	M	02
1012987	4009	Garrelts	Scott		05/18/1999	M	03
1005694	INACT	Browne	Pidge		09/12/1988	M	08
1012821	4014	Fortune	Gary	DAYE	07/03/2000	F	02
504451	INACT	Nash	Ken		03/11/1987	M	PG
504452	INACT	Cosey	Ray	MARIE	05/19/1987	M	PG
1001314	2002	Kucek	Jack		10/08/1991	M	10
1012567	2002	Engle	Clyde	JERMAIN	06/19/1994	F	09
1004535	3004	Bauta	Ed	LUIS	04/06/1995	F	07
1012969	4009	Garcia	Miguel		11/25/1999	M	02
505615	2002	Montreuil	Al	REGINA	10/08/1990	M	10
1012752	INACT	Fitzgerald	Brian	THOMAS	07/03/2000	F	KF
1004475	3005	Barrett	Dick	A	03/10/1994	F	07
1004561	3004	Beatle	Dave	E	05/11/1995	M	07
1004562	3004	Beatty	Blaine	ALEXANDRE	09/18/1994	M	07
1009977	3005	Aylward	Dick		03/26/1995	F	07
1001970	INACT	Nordbrook	Tim	NICOLE	08/04/1988	F	12
1010420	INACT	Blades	Ray		09/19/1997	F	03
1003637	INACT	Weaver	Buck	DAVID	11/21/1993	F	07
1004731	INACT	Bentley	Jack	M	09/27/1995	M	05
1003946	INACT	Wolfe	Harry	STEVEN	07/29/1994	M	KF
1007102	2002	Clines	Gene		04/03/1991	F	10
1002246	3004	Powell	Paul	JEANETH	05/01/1994	M	08
1007875	INACT	Croft	Harry		04/05/1997	F	04
505287	2002	Mahar	Frank		01/20/1990	M	11
1007824	4011	Crawford	Ken	SULOCHANA	12/18/1996	F	05
1013544	4011	Heise	Bob		08/08/1997	F	05
504210	INACT	Bonderman	Jeremy	A.	09/09/1986	M	10
1005103	INACT	Bonner	Bobby	L	02/25/1989	M	07
1012519	INACT	Willhite	Nick	ANTONIO	03/02/1998	M	01
1009335	4007	Earl	Howard		01/26/1997	F	03
1001656	INACT	McGlothlin	Jim	MARIANNA	12/30/1985	M	05
1005093	2002	Bongiovanni	Nino	DEVON	10/25/1990	F	10
1005863	INACT	Bullinger	Jim	W	11/07/1991	F	10
1006095	4011	Busse	Ray	G	07/16/1996	M	05
1003409	INACT	Valdez	Julio	MICHAEL	01/09/1994	F	KF
1003678	3004	Weinert	Lefty	MEGAN	04/02/1994	F	08
1001040	2002	Casian	Larry	Olinda-Jean	02/08/1991	M	10
1007867	4011	Cristante	Leo	ROSARIO	04/11/1997	M	05
1003044	2002	Solis	Marcelino	SASHA	02/25/1993	M	09
1000259	INACT	Freel	Ryan	LYNN	12/23/1988	F	11
1000260	INACT	Freeman	La Vel	LYNN	12/02/1989	F	04
1000389	2002	Gutierrez	Jackie		11/14/1990	M	11
1012408	INACT	Drummond	Tim		06/11/1987	M	PG
1004363	INACT	Bacon	Eddie	EVELYNN	07/27/1993	M	06
1009993	4012	Baldwin	O.F.	DANIEL	08/12/1998	M	03
1009994	INACT	Baldwin	Dave		08/25/1998	F	02
1012165	INACT	Davis	John	J	11/17/1996	M	03
1012166	2002	Davis	Joel		12/04/1989	F	12
1003671	2002	Wegener	Mike	GRACE	03/10/1994	M	09
1004658	3005	Bell	Gus	J	09/18/1995	M	07
1011592	4012	Coker	Jimmie		10/06/1997	M	03
1003412	INACT	Valent	Eric		09/12/1994	F	06
105486	INACT	Bednar	Andy	PATRICK	11/13/1987	M	02
1003655	INACT	Way	Bob		10/09/1993	M	06
1003657	3004	Weathers	Dave	MARCELA	08/05/1994	M	08
1003658	3004	Weaver	Jeff		07/13/1994	F	08
1004036	INACT	Yeager	Joe	PRESCOTT	11/08/1993	M	02
1003272	2002	Tompkins	Chuck	JAMES	01/08/1992	M	10
1004887	INACT	Birkofer	Ralph	VICTOR	07/07/1995	M	01
1011424	4011	Chamberlain	Elton	MARIE	03/07/1997	F	05
1012535	3005	Eichhorn	Mark	NEREIDA	06/17/1995	M	07
1012223	INACT	Decker	George	JOSHUA	04/25/1993	M	PG
1008546	4011	Demeter	Steve	LYNN	10/01/1997	F	05
1004550	3004	Beard	Ted	LAUREN	12/23/1994	M	07
1002003	INACT	O'Neal	Skinny		03/29/1992	F	KP
1004937	INACT	Blaisdell	Dick		09/29/1995	F	01
1002693	2002	Scott	Dick		04/14/1993	M	09
1002697	INACT	Scott	John	ZACHARY	02/20/1993	F	03
1006157	3005	Brynan	Tod	M	10/07/1995	F	06
1003025	INACT	Snipes	Roxy	M	10/28/1988	M	06
505548	INACT	Miles	Jim	ANN	05/10/1989	M	12
1003912	INACT	Winn	George	M	06/06/1993	M	04
1008705	INACT	Dixon	Tom	MICHAEL	04/24/1994	F	07
1011187	4012	Butka	Ed	MCKENZIE	08/10/1999	M	03
505025	INACT	Judd	Mike	L	10/15/1988	M	12
504980	INACT	Jacobson	Merwin		09/21/1989	M	10
1003598	INACT	Ward	Colby	PATRICK	08/25/1987	F	PG
1004263	INACT	Anderson	John	W	07/15/1989	F	12
1000347	2002	Gordon	Sid	ASHLEY	02/23/1991	M	10
1001517	2002	Mangum	Leo	SHAQUAN	11/17/1990	F	11
1008544	4011	Demery	Larry		12/21/1996	M	05
1008357	3005	DeLucia	Rich	R	12/06/1996	F	06
1004608	3005	Bedrosian	Steve	ANN	05/15/1995	M	07
1012003	4011	Crolius	Fred	MARIE	07/26/1997	F	05
1011053	3005	Bues	Art		11/27/1993	F	08
403343	INACT	Goliat	Mike		09/01/1987	F	02
1009095	4011	Dunning	Andy	S	11/02/1995	F	05
1010701	4012	Brandt	Jackie		10/03/1997	F	03
1003896	3005	Wilson	Tom		02/02/1995	M	07
1003624	3004	Washington	George	CLAIRE	12/02/1993	F	08
1006317	INACT	Campbell	Dave	JANAE	09/03/1996	M	04
1003420	3005	Valenzuela	Benny	JOSEPH	07/14/1994	M	08
1008241	INACT	Barnes	Virgil		10/03/1988	F	09
403373	INACT	Gore	George	MARIA	12/19/1986	M	03
1012074	2002	Currie	Clarence		08/02/1991	F	10
1007276	INACT	Colon	Cris	YVES	10/23/1991	M	10
404016	2002	Kiefer	Joe	FREITAS	07/23/1990	F	11
105010	INACT	LaRussa	Tony	M	01/09/1987	F	06
105012	INACT	Labandeira	Josh	P	03/22/1987	M	PG
1011787	4014	Cox	Casey	JOHN	02/03/1999	F	03
404100	INACT	Kubenka	Jeff		09/10/1987	M	PG
1012004	2002	Cromer	D.T.	LEROY	03/26/1994	F	09
1006274	4011	Buchanan	Jim	BARBARA	03/19/1996	F	05
1006275	3005	Buchek	Jerry		07/20/1996	F	06
1010514	4009	Bolton	Rodney	ELIZABETH	05/29/1998	F	03
1009976	4011	Baker	Norm		12/25/1996	F	05
1011302	4007	Carey	Andy	MONIQUE	08/30/1999	M	03
1006523	2002	Carroll	Tom		04/25/1990	F	11
1006525	INACT	Carroll	Tom	J	03/17/1987	F	PG
1006528	3005	Cartwright	Alexander	JAMIE	05/08/1995	F	07
1008228	INACT	Davis	Ben	B	04/06/1990	F	11
1005011	3004	Blyzka	Mike	THERESA	06/28/1994	F	08
1005622	2002	Brown	Lew	DOMINIQUE	08/30/1994	M	09
1001208	INACT	Johnson	Johnny	DAVID	10/20/1991	M	03
1007983	INACT	Cuddyer	Mike	M	08/07/1996	F	01
1005845	4014	Buice	De Wayne		01/23/1998	M	03
505594	2002	Mizell	Vinegar Bend	ELIZABETH	10/07/1990	M	10
505015	INACT	Jose	Felix	VICTORIA	03/22/1989	M	12
1011802	4009	Craig	Pete	D	06/23/1999	F	03
1012436	INACT	Duncan	Vern	EMMANUEL	11/09/1998	M	KP
1002089	2002	Pappas	Milt	LATRICE	04/29/1993	F	09
1003363	INACT	Twineham	Art		04/15/1994	F	06
1003807	INACT	Wilkinson	Ed	VANESSA	10/30/1988	F	09
1002894	INACT	Sisk	Doug		06/05/1989	F	12
1002896	INACT	Singleton	Ken	LAMEL	11/14/1989	M	12
403822	INACT	Jodie	Brett		07/16/1989	F	12
1009840	4007	Antonelli	Johnny	YVETTE	08/09/1998	M	03
1012153	4014	Davis	Brandy	C	04/01/1998	F	03
1011552	4014	Clements	Ed	ANTHONY	03/07/1999	F	03
1011806	4014	Donald	Atley	CHRISTOPHER	02/27/1998	F	03
105616	INACT	Bork	Frank	E	05/12/1990	F	01
505800	2002	Ogden	Curly	ANGELICA	09/10/1990	M	10
1011191	INACT	Butler	Charlie	ANNMARIE	09/25/1995	F	05
105283	INACT	Affeldt	Jeremy	JOHN	06/23/1988	F	12
1011623	4014	Collins	Dave	HEROLD	03/15/1999	M	03
1012034	INACT	Griffith	Tommy	LUIS	08/22/1999	M	KF
1011153	4012	Burnside	Sheldon		03/30/2000	M	02
1011154	4007	Burrell	Harry	ANDORSON	01/30/1997	M	03
1007176	2002	Cohen	Syd	ELIZABETH	10/13/1992	F	09
1002215	3005	Pineda	Luis	MARIE	12/06/1993	F	08
1002318	2002	Reagan	Rip		09/06/1993	F	09
1008780	INACT	Donnelly	John	MARIE	04/05/1997	M	03
1003268	INACT	Todt	Phil	A	10/21/1990	F	10
1011227	4007	Cadore	Leon	ELIZABETH	08/15/2001	F	01
1003877	2002	Wilson	Grady		02/26/1993	M	09
1002943	INACT	Smith	Bill		07/15/1987	M	PG
1000409	INACT	Hancock	Garry	YVETTE	08/23/1991	M	01
1000410	2002	Handley	Lee	JEREMIAH	03/03/1991	F	10
1001998	INACT	O'Dell	Billy	G	07/27/1988	F	12
403921	INACT	Jonnard	Bubber	EUGENE	01/20/1989	F	12
1011044	3005	Brodie	Steve		04/11/1996	M	06
505601	2002	Moisan	Bill	M	11/30/1990	M	10
1013143	INACT	Gonzalez	Dicky	ESEREOHEN	03/20/1999	F	02
1010052	INACT	Barker	Kevin		07/15/1989	F	09
1012507	4011	Edmondson	Paul	L	12/06/1996	M	05
1012902	INACT	Fuhr	Oscar	J	08/30/2000	M	KF
504882	INACT	Hernandez	Livan	JAY	04/03/1988	M	11
1006234	3005	Calderon	Ivan		01/28/1996	M	06
1002524	3004	Salveson	Jack		03/28/1995	F	08
1008601	4011	Devore	Josh	MARIE	04/11/1997	M	05
1008602	INACT	Dexter	Charlie		04/11/1995	M	05
505420	INACT	McCosky	Barney		10/04/1989	M	01
1001027	INACT	Carey	Tom	F	03/04/1992	M	01
1001028	INACT	Carlson	Hal	WEDNESDAY	01/24/1992	F	02
505507	INACT	Meekin	Jouett	JUSTIN	09/18/1988	M	01
1012326	4014	Doby	Larry	WILLIAM	11/15/1999	F	02
403426	INACT	Gregg	Hal	EMMANUEL	02/21/1989	F	12
1013437	3005	Hardie	Lou		05/09/1994	F	08
702059	INACT	Stone	Dean	L	07/09/1987	F	04
1012244	4009	Delock	Ike		09/14/1999	M	03
505336	2002	Marrero	Oreste	GEORGE	04/21/1990	M	11
1006410	INACT	Carey	Andy		02/25/1996	M	01
1010273	2002	Bell	Rob	M	01/09/1991	F	10
1011609	INACT	Coleman	Dave	L	12/25/1996	M	03
1009757	4014	Allensworth	Jermaine	ANTONIO	08/10/1998	M	03
1011573	4014	Cobb	George	A	11/22/1998	M	03
1000651	INACT	Strincevich	Nick	FRANCIS	12/20/1987	M	12
1002263	INACT	Prough	Bill	IVON	06/13/1993	F	04
1007290	INACT	Colpaert	Dick	MICHAEL	05/25/1991	M	05
1012899	4007	Fuentes	Brian	ROSE	07/29/2000	F	02
1006783	INACT	Chapman	Ray	MADDALENA	04/24/1987	M	PG
1010806	INACT	Broberg	Pete	JUNIOR	09/12/1993	M	07
1011371	4014	Castillo	Tony	CAROLYN	09/10/1999	F	03
1010209	4007	Beals	Tommy	GONZALEZ	02/03/1998	M	03
1008993	4011	Duffy	Ed	PATRICK	11/07/1996	M	05
504725	INACT	Gentile	Sam	J	08/04/1988	F	07
504537	INACT	Dedmon	Jeff	KATE	06/05/1987	M	10
1004742	INACT	Benzinger	Todd		12/15/1994	F	KF
1008551	INACT	Dempsey	Con	C	06/17/1998	F	4F
505324	INACT	Manville	Dick	SHAYE	01/25/1990	M	01
1001088	INACT	Cocanower	Jaime	I	12/18/1990	M	04
1003354	INACT	Turner	Jim		12/14/1993	M	02
404203	INACT	Baker	Tracy		01/08/1991	F	03
105886	2002	Chamberlain	Joe		05/10/1991	M	10
105887	INACT	Chambers	Rome	R	10/24/1990	M	01
1012727	4011	Finley	Bob	REBECCA	08/31/1996	M	05
1013093	4012	Gladding	Fred	B	08/11/1999	M	03
505136	INACT	Lamb	Ray	JASON	07/04/1988	M	08
1011734	INACT	Cooper	Walker	C	07/14/1996	M	04
1012777	4012	Flick	Elmer	JEAN	12/22/1999	M	02
1012671	2002	Febles	Carlos	ANTONIO	05/15/1990	M	10
504924	INACT	Holmes	Tommy	D	10/18/1988	M	02
504925	INACT	Holtz	Mike	IMANI KAIREE	12/05/1987	F	PG
1013761	4011	Dilts	Richard		11/05/1991	M	05
505616	2002	Moolic	George	L	10/08/1990	M	10
1012970	4009	Garcia	Rosman		11/09/1999	F	02
1012631	INACT	Fahey	Bill	BENNETT	04/25/1997	M	05
1013095	4012	Givens	Brian	JOHN	04/18/1999	F	03
1004191	INACT	Alcock	Scotty	ASHLEY	03/31/1991	F	10
1013185	4014	Grabowski	Jason	ZUGHEY	03/12/1999	F	03
1007355	INACT	Connaughton	Frank	MARIE	07/06/1990	F	07
1005151	INACT	Borland	Tom		12/27/1993	F	03
1000958	INACT	Brown	Bill		09/23/1992	F	05
1000831	2002	Barragan	Cuno	C.	10/03/1991	F	10
1006081	INACT	Bush	Guy		09/18/1996	F	01
1013493	2002	Harvey	Bryan	F	08/02/1991	M	10
505587	2002	Miranda	Angel	ALYSSE	11/03/1992	F	09
1002922	2002	Knott	Jack	M	05/18/1993	M	09
1001660	INACT	McGuire	Tom	THOMAS	11/29/1989	F	02
1001661	INACT	McHale	Bob	MARIE	09/15/1992	F	KP
1003711	INACT	West	Buck	LYN	03/20/1985	F	11
1000463	INACT	Herman	Billy	MARIA	02/23/1987	F	04
1005091	INACT	Bones	Ricky	JACOB	09/29/1988	M	10
1013312	3005	Gunkel	Red	S	05/04/1995	F	07
505070	INACT	Kimsey	Chad	EDWARD	01/08/1989	F	12
505071	INACT	King	Hal	M	09/19/1989	F	01
1013064	4012	Gil	Gus	CHARLES	12/18/1999	F	02
1003298	2002	Torres	Felix		11/21/1990	M	10
1001921	INACT	Nash	Billy		03/24/1995	M	PG
1000051	INACT	Dark	Alvin	ALFREDO	07/15/1991	M	01
1003641	INACT	Watson	Mule		04/07/1994	M	KP
